,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
9187,2005.0,10.0,1128.0,79.0,1105.0,69.0,N,0.0,25.0,50.0,7.0,18.0,22.0,32.0,9.0,31.0,14.0,11.0,4.0,3.0,22.0,22.0,59.0,7.0,22.0,18.0,27.0,12.0,21.0,8.0,8.0,5.0,1.0,25.0
9191,2005.0,10.0,1280.0,53.0,1193.0,49.0,N,0.0,19.0,45.0,4.0,14.0,11.0,28.0,14.0,25.0,8.0,16.0,3.0,4.0,20.0,15.0,51.0,3.0,17.0,16.0,19.0,13.0,23.0,8.0,11.0,10.0,3.0,22.0
9192,2005.0,10.0,1343.0,61.0,1137.0,48.0,N,0.0,22.0,39.0,8.0,18.0,9.0,15.0,1.0,20.0,17.0,9.0,11.0,3.0,18.0,14.0,46.0,2.0,13.0,18.0,23.0,14.0,21.0,7.0,13.0,6.0,1.0,19.0
9193,2005.0,10.0,1388.0,67.0,1125.0,58.0,N,0.0,20.0,55.0,3.0,21.0,24.0,32.0,13.0,24.0,8.0,15.0,4.0,5.0,15.0,23.0,54.0,6.0,15.0,6.0,8.0,6.0,22.0,10.0,20.0,9.0,1.0,29.0
9194,2005.0,10.0,1393.0,104.0,1294.0,54.0,H,0.0,43.0,67.0,6.0,18.0,12.0,18.0,11.0,35.0,25.0,15.0,12.0,11.0,15.0,18.0,71.0,4.0,22.0,14.0,20.0,20.0,16.0,10.0,18.0,7.0,2.0,14.0
9195,2005.0,11.0,1137.0,67.0,1294.0,54.0,N,0.0,19.0,35.0,6.0,10.0,23.0,32.0,9.0,24.0,11.0,17.0,7.0,4.0,18.0,19.0,53.0,5.0,20.0,11.0,20.0,17.0,11.0,10.0,14.0,8.0,1.0,22.0
9196,2005.0,11.0,1193.0,62.0,1105.0,47.0,N,0.0,26.0,50.0,7.0,11.0,3.0,5.0,8.0,26.0,22.0,21.0,10.0,6.0,26.0,14.0,46.0,2.0,14.0,17.0,32.0,14.0,18.0,2.0,17.0,12.0,0.0,13.0
9197,2005.0,11.0,1280.0,55.0,1128.0,48.0,N,0.0,15.0,43.0,5.0,18.0,20.0,33.0,12.0,24.0,10.0,12.0,8.0,3.0,16.0,17.0,51.0,4.0,20.0,10.0,18.0,15.0,23.0,7.0,14.0,6.0,1.0,22.0
9198,2005.0,11.0,1307.0,75.0,1299.0,59.0,H,0.0,26.0,41.0,3.0,10.0,20.0,32.0,12.0,24.0,18.0,26.0,11.0,5.0,16.0,22.0,59.0,6.0,24.0,9.0,10.0,14.0,10.0,11.0,21.0,9.0,2.0,26.0
9200,2005.0,11.0,1388.0,61.0,1143.0,52.0,A,0.0,19.0,46.0,1.0,13.0,22.0,26.0,9.0,29.0,6.0,16.0,3.0,3.0,17.0,20.0,55.0,3.0,6.0,9.0,15.0,11.0,21.0,10.0,14.0,3.0,5.0,24.0
9201,2005.0,11.0,1393.0,56.0,1343.0,45.0,H,0.0,18.0,42.0,5.0,16.0,15.0,23.0,9.0,20.0,11.0,12.0,8.0,2.0,13.0,15.0,38.0,5.0,20.0,10.0,12.0,4.0,20.0,8.0,15.0,7.0,4.0,22.0
9206,2005.0,12.0,1307.0,93.0,1365.0,59.0,H,0.0,33.0,59.0,20.0,35.0,7.0,15.0,10.0,26.0,21.0,14.0,6.0,6.0,25.0,21.0,55.0,2.0,14.0,15.0,19.0,9.0,20.0,10.0,16.0,4.0,2.0,19.0
9211,2005.0,13.0,1307.0,82.0,1182.0,74.0,H,0.0,24.0,47.0,8.0,21.0,26.0,41.0,8.0,27.0,14.0,14.0,7.0,5.0,18.0,29.0,64.0,8.0,23.0,8.0,12.0,11.0,23.0,15.0,13.0,12.0,3.0,28.0
9215,2005.0,14.0,1166.0,74.0,1108.0,40.0,H,0.0,25.0,51.0,6.0,13.0,18.0,25.0,13.0,30.0,19.0,17.0,14.0,6.0,13.0,17.0,53.0,2.0,11.0,4.0,12.0,11.0,17.0,9.0,19.0,7.0,2.0,21.0
