,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
0,2003.0,10.0,1104.0,68.0,1328.0,62.0,N,0.0,27.0,58.0,3.0,14.0,11.0,18.0,14.0,24.0,13.0,23.0,7.0,1.0,22.0,22.0,53.0,2.0,10.0,16.0,22.0,10.0,22.0,8.0,18.0,9.0,2.0,20.0
1,2003.0,10.0,1272.0,70.0,1393.0,63.0,N,0.0,26.0,62.0,8.0,20.0,10.0,19.0,15.0,28.0,16.0,13.0,4.0,4.0,18.0,24.0,67.0,6.0,24.0,9.0,20.0,20.0,25.0,7.0,12.0,8.0,6.0,16.0
2,2003.0,11.0,1266.0,73.0,1437.0,61.0,N,0.0,24.0,58.0,8.0,18.0,17.0,29.0,17.0,26.0,15.0,10.0,5.0,2.0,25.0,22.0,73.0,3.0,26.0,14.0,23.0,31.0,22.0,9.0,12.0,2.0,5.0,23.0
4,2003.0,11.0,1400.0,77.0,1208.0,71.0,N,0.0,30.0,61.0,6.0,14.0,11.0,13.0,17.0,22.0,12.0,14.0,4.0,4.0,20.0,24.0,62.0,6.0,16.0,17.0,27.0,21.0,15.0,12.0,10.0,7.0,1.0,14.0
5,2003.0,11.0,1458.0,81.0,1186.0,55.0,H,0.0,26.0,57.0,6.0,12.0,23.0,27.0,12.0,24.0,12.0,9.0,9.0,3.0,18.0,20.0,46.0,3.0,11.0,12.0,17.0,6.0,22.0,8.0,19.0,4.0,3.0,25.0
6,2003.0,12.0,1161.0,80.0,1236.0,62.0,H,0.0,23.0,55.0,2.0,8.0,32.0,39.0,13.0,18.0,14.0,17.0,11.0,1.0,25.0,19.0,41.0,4.0,15.0,20.0,28.0,9.0,21.0,11.0,30.0,10.0,4.0,28.0
9,2003.0,12.0,1458.0,84.0,1296.0,56.0,H,0.0,32.0,67.0,5.0,17.0,15.0,19.0,14.0,22.0,11.0,6.0,12.0,0.0,13.0,23.0,52.0,3.0,14.0,7.0,12.0,9.0,23.0,10.0,18.0,1.0,3.0,18.0
10,2003.0,13.0,1166.0,106.0,1426.0,50.0,H,0.0,41.0,69.0,15.0,25.0,9.0,13.0,15.0,29.0,21.0,11.0,10.0,6.0,16.0,17.0,52.0,4.0,11.0,12.0,17.0,8.0,15.0,8.0,17.0,7.0,3.0,15.0
12,2003.0,13.0,1237.0,66.0,1135.0,65.0,N,0.0,26.0,66.0,5.0,19.0,9.0,13.0,21.0,23.0,15.0,17.0,12.0,3.0,17.0,24.0,56.0,6.0,19.0,11.0,17.0,14.0,21.0,17.0,18.0,8.0,4.0,13.0
13,2003.0,13.0,1323.0,76.0,1125.0,48.0,H,0.0,25.0,56.0,10.0,23.0,16.0,23.0,8.0,35.0,18.0,13.0,14.0,19.0,13.0,18.0,64.0,8.0,24.0,4.0,8.0,14.0,26.0,12.0,17.0,10.0,0.0,17.0
16,2003.0,14.0,1161.0,81.0,1194.0,56.0,H,0.0,22.0,48.0,5.0,12.0,32.0,43.0,16.0,32.0,13.0,24.0,5.0,3.0,19.0,21.0,65.0,2.0,13.0,12.0,19.0,16.0,18.0,10.0,16.0,15.0,3.0,36.0
17,2003.0,14.0,1166.0,82.0,1202.0,57.0,H,0.0,33.0,61.0,8.0,19.0,8.0,14.0,9.0,23.0,21.0,17.0,14.0,5.0,18.0,23.0,55.0,2.0,11.0,9.0,14.0,13.0,23.0,9.0,26.0,8.0,4.0,18.0
20,2003.0,14.0,1323.0,89.0,1237.0,45.0,H,0.0,34.0,62.0,8.0,16.0,13.0,21.0,12.0,34.0,25.0,11.0,9.0,13.0,16.0,18.0,74.0,4.0,15.0,5.0,11.0,27.0,22.0,10.0,17.0,6.0,3.0,23.0
22,2003.0,14.0,1390.0,61.0,1131.0,57.0,H,0.0,20.0,53.0,6.0,27.0,15.0,24.0,15.0,24.0,9.0,14.0,4.0,2.0,17.0,19.0,54.0,3.0,17.0,16.0,18.0,11.0,22.0,7.0,14.0,7.0,0.0,24.0
24,2003.0,14.0,1462.0,87.0,1389.0,48.0,H,0.0,35.0,70.0,6.0,19.0,11.0,16.0,17.0,27.0,18.0,7.0,13.0,3.0,10.0,20.0,63.0,7.0,20.0,1.0,4.0,16.0,18.0,11.0,19.0,4.0,3.0,16.0
25,2003.0,15.0,1161.0,77.0,1156.0,63.0,H,0.0,27.0,58.0,5.0,10.0,18.0,27.0,18.0,26.0,15.0,12.0,5.0,4.0,21.0,23.0,51.0,3.0,13.0,14.0,20.0,7.0,19.0,13.0,13.0,6.0,6.0,22.0
27,2003.0,15.0,1196.0,76.0,1256.0,55.0,H,0.0,28.0,48.0,4.0,13.0,16.0,24.0,8.0,23.0,18.0,18.0,13.0,5.0,19.0,19.0,49.0,1.0,5.0,16.0,22.0,12.0,17.0,14.0,22.0,8.0,2.0,22.0
28,2003.0,15.0,1242.0,81.0,1221.0,57.0,H,0.0,28.0,53.0,3.0,5.0,22.0,37.0,13.0,29.0,12.0,19.0,10.0,3.0,21.0,18.0,52.0,7.0,21.0,14.0,21.0,8.0,22.0,11.0,20.0,9.0,3.0,27.0
29,2003.0,15.0,1422.0,84.0,1447.0,65.0,H,0.0,33.0,53.0,3.0,8.0,15.0,20.0,7.0,36.0,12.0,22.0,5.0,9.0,19.0,26.0,70.0,3.0,25.0,10.0,16.0,14.0,15.0,9.0,12.0,10.0,2.0,16.0
31,2003.0,16.0,1390.0,63.0,1462.0,62.0,H,0.0,23.0,57.0,6.0,15.0,11.0,21.0,17.0,20.0,12.0,10.0,8.0,1.0,19.0,18.0,45.0,6.0,20.0,20.0,28.0,11.0,17.0,6.0,14.0,5.0,1.0,19.0
32,2003.0,17.0,1196.0,99.0,1183.0,65.0,H,0.0,39.0,73.0,11.0,28.0,10.0,22.0,16.0,31.0,32.0,14.0,10.0,14.0,19.0,22.0,66.0,4.0,11.0,17.0,24.0,15.0,23.0,15.0,17.0,9.0,3.0,19.0
34,2003.0,18.0,1104.0,82.0,1106.0,56.0,H,0.0,24.0,49.0,10.0,20.0,24.0,34.0,12.0,26.0,13.0,13.0,7.0,3.0,14.0,19.0,55.0,8.0,21.0,10.0,12.0,11.0,18.0,8.0,15.0,6.0,2.0,22.0
35,2003.0,18.0,1113.0,59.0,1287.0,56.0,H,0.0,22.0,54.0,1.0,12.0,14.0,25.0,13.0,27.0,12.0,15.0,6.0,5.0,15.0,22.0,63.0,7.0,24.0,5.0,9.0,16.0,23.0,13.0,18.0,6.0,4.0,25.0
38,2003.0,18.0,1120.0,81.0,1459.0,63.0,H,0.0,32.0,54.0,3.0,11.0,14.0,23.0,9.0,27.0,14.0,19.0,13.0,9.0,15.0,21.0,59.0,10.0,24.0,11.0,13.0,13.0,18.0,13.0,22.0,9.0,0.0,18.0
39,2003.0,18.0,1122.0,81.0,1272.0,80.0,A,1.0,29.0,70.0,11.0,24.0,12.0,17.0,13.0,27.0,19.0,13.0,6.0,5.0,27.0,24.0,62.0,8.0,19.0,24.0,34.0,13.0,31.0,17.0,14.0,4.0,7.0,17.0
42,2003.0,18.0,1139.0,69.0,1236.0,53.0,A,0.0,27.0,53.0,10.0,24.0,5.0,9.0,4.0,22.0,22.0,12.0,7.0,0.0,18.0,20.0,44.0,6.0,18.0,7.0,15.0,4.0,23.0,13.0,10.0,9.0,1.0,14.0
43,2003.0,18.0,1140.0,71.0,1405.0,56.0,N,0.0,21.0,49.0,8.0,13.0,21.0,27.0,10.0,25.0,12.0,17.0,6.0,1.0,25.0,18.0,52.0,5.0,19.0,15.0,23.0,11.0,18.0,7.0,17.0,4.0,6.0,22.0
44,2003.0,18.0,1141.0,61.0,1206.0,58.0,H,0.0,21.0,50.0,2.0,12.0,17.0,24.0,9.0,25.0,6.0,18.0,4.0,3.0,20.0,20.0,46.0,3.0,10.0,15.0,23.0,7.0,25.0,6.0,21.0,9.0,0.0,22.0
50,2003.0,18.0,1160.0,97.0,1142.0,69.0,H,0.0,38.0,68.0,6.0,14.0,15.0,19.0,16.0,30.0,21.0,14.0,7.0,7.0,11.0,29.0,72.0,9.0,31.0,2.0,4.0,16.0,13.0,15.0,13.0,5.0,3.0,16.0
57,2003.0,18.0,1211.0,69.0,1220.0,61.0,H,0.0,23.0,57.0,5.0,20.0,18.0,28.0,12.0,26.0,19.0,14.0,7.0,3.0,14.0,22.0,58.0,8.0,20.0,9.0,12.0,11.0,30.0,16.0,18.0,3.0,0.0,23.0
63,2003.0,18.0,1242.0,105.0,1422.0,66.0,H,0.0,39.0,71.0,5.0,18.0,22.0,33.0,19.0,26.0,21.0,11.0,16.0,4.0,10.0,28.0,63.0,8.0,20.0,2.0,8.0,12.0,17.0,16.0,25.0,5.0,6.0,25.0
67,2003.0,18.0,1261.0,68.0,1311.0,24.0,H,0.0,27.0,58.0,6.0,19.0,8.0,19.0,19.0,33.0,12.0,16.0,13.0,9.0,11.0,10.0,48.0,2.0,9.0,2.0,5.0,6.0,18.0,4.0,20.0,9.0,0.0,17.0
69,2003.0,18.0,1266.0,64.0,1164.0,46.0,H,0.0,25.0,53.0,2.0,16.0,12.0,16.0,16.0,25.0,19.0,11.0,5.0,1.0,9.0,18.0,50.0,8.0,18.0,2.0,2.0,6.0,14.0,11.0,11.0,4.0,1.0,16.0
71,2003.0,18.0,1277.0,66.0,1421.0,52.0,H,0.0,25.0,51.0,4.0,11.0,12.0,17.0,12.0,22.0,17.0,14.0,8.0,2.0,13.0,20.0,49.0,6.0,23.0,6.0,6.0,7.0,17.0,13.0,16.0,11.0,1.0,21.0
72,2003.0,18.0,1281.0,72.0,1110.0,57.0,H,0.0,28.0,62.0,5.0,18.0,11.0,15.0,16.0,29.0,11.0,16.0,12.0,4.0,13.0,22.0,63.0,8.0,30.0,5.0,8.0,14.0,20.0,16.0,18.0,7.0,1.0,18.0
74,2003.0,18.0,1301.0,84.0,1291.0,60.0,H,0.0,26.0,51.0,8.0,17.0,24.0,35.0,11.0,20.0,13.0,17.0,15.0,5.0,19.0,20.0,45.0,8.0,14.0,12.0,18.0,9.0,18.0,10.0,27.0,10.0,2.0,27.0
79,2003.0,18.0,1323.0,73.0,1137.0,42.0,H,0.0,28.0,59.0,5.0,14.0,12.0,16.0,9.0,38.0,13.0,19.0,11.0,7.0,21.0,12.0,57.0,3.0,18.0,15.0,24.0,12.0,25.0,5.0,20.0,9.0,4.0,18.0
80,2003.0,18.0,1328.0,87.0,1414.0,65.0,H,0.0,31.0,61.0,8.0,24.0,17.0,20.0,11.0,18.0,20.0,9.0,15.0,1.0,16.0,23.0,50.0,8.0,13.0,11.0,14.0,11.0,20.0,16.0,23.0,4.0,0.0,18.0
81,2003.0,18.0,1329.0,68.0,1463.0,59.0,H,0.0,24.0,58.0,8.0,20.0,12.0,19.0,18.0,25.0,12.0,15.0,6.0,8.0,14.0,21.0,55.0,8.0,20.0,9.0,11.0,10.0,20.0,11.0,13.0,9.0,0.0,18.0
84,2003.0,18.0,1345.0,73.0,1275.0,46.0,H,0.0,26.0,51.0,6.0,16.0,15.0,19.0,12.0,28.0,11.0,13.0,8.0,2.0,16.0,17.0,50.0,4.0,20.0,8.0,14.0,10.0,13.0,9.0,16.0,2.0,1.0,18.0
96,2003.0,18.0,1395.0,91.0,1358.0,81.0,H,0.0,31.0,65.0,12.0,24.0,17.0,27.0,9.0,28.0,19.0,11.0,6.0,1.0,23.0,28.0,62.0,8.0,21.0,17.0,25.0,11.0,30.0,19.0,17.0,4.0,7.0,21.0
98,2003.0,18.0,1403.0,85.0,1423.0,76.0,H,0.0,30.0,60.0,5.0,17.0,20.0,27.0,14.0,14.0,17.0,9.0,11.0,2.0,17.0,27.0,49.0,8.0,17.0,14.0,18.0,10.0,21.0,11.0,19.0,2.0,0.0,23.0
