,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
44588,2012.0,9.0,1385.0,78.0,1250.0,73.0,H,0.0,23.0,42.0,2.0,9.0,30.0,44.0,6.0,22.0,7.0,14.0,11.0,4.0,17.0,27.0,65.0,8.0,26.0,11.0,13.0,17.0,19.0,14.0,16.0,5.0,1.0,31.0
44591,2012.0,11.0,1104.0,64.0,1316.0,44.0,H,0.0,22.0,54.0,5.0,16.0,15.0,17.0,15.0,28.0,13.0,14.0,4.0,7.0,23.0,13.0,56.0,3.0,21.0,15.0,26.0,22.0,19.0,8.0,13.0,4.0,1.0,15.0
44595,2012.0,11.0,1124.0,77.0,1411.0,57.0,H,0.0,26.0,53.0,6.0,18.0,19.0,29.0,15.0,31.0,16.0,17.0,11.0,7.0,20.0,20.0,53.0,7.0,20.0,10.0,20.0,9.0,20.0,8.0,18.0,10.0,1.0,30.0
44598,2012.0,11.0,1143.0,77.0,1414.0,56.0,H,0.0,28.0,61.0,8.0,17.0,13.0,19.0,18.0,29.0,21.0,14.0,5.0,1.0,16.0,22.0,56.0,6.0,16.0,6.0,14.0,9.0,19.0,15.0,12.0,5.0,2.0,15.0
44603,2012.0,11.0,1161.0,64.0,1285.0,58.0,H,0.0,19.0,49.0,4.0,13.0,22.0,29.0,12.0,31.0,4.0,13.0,5.0,2.0,18.0,21.0,52.0,5.0,16.0,11.0,16.0,3.0,21.0,12.0,10.0,3.0,3.0,26.0
44604,2012.0,11.0,1163.0,70.0,1162.0,57.0,H,0.0,26.0,52.0,8.0,17.0,10.0,18.0,10.0,33.0,13.0,15.0,7.0,13.0,13.0,21.0,73.0,9.0,31.0,6.0,8.0,20.0,21.0,10.0,9.0,11.0,0.0,16.0
44605,2012.0,11.0,1166.0,97.0,1299.0,65.0,H,0.0,33.0,68.0,14.0,35.0,17.0,26.0,19.0,31.0,28.0,13.0,5.0,5.0,19.0,24.0,63.0,6.0,25.0,11.0,17.0,12.0,22.0,14.0,13.0,7.0,3.0,24.0
44608,2012.0,11.0,1181.0,77.0,1125.0,76.0,H,0.0,24.0,56.0,9.0,19.0,20.0,26.0,11.0,23.0,14.0,19.0,8.0,1.0,22.0,27.0,57.0,6.0,19.0,16.0,22.0,11.0,24.0,15.0,18.0,9.0,2.0,24.0
44611,2012.0,11.0,1196.0,99.0,1238.0,59.0,H,0.0,39.0,76.0,13.0,30.0,8.0,15.0,23.0,21.0,20.0,10.0,12.0,6.0,14.0,16.0,47.0,9.0,13.0,18.0,21.0,12.0,17.0,6.0,24.0,6.0,4.0,13.0
44612,2012.0,11.0,1199.0,79.0,1239.0,67.0,H,0.0,24.0,54.0,8.0,17.0,23.0,30.0,13.0,26.0,13.0,15.0,7.0,3.0,21.0,25.0,59.0,5.0,17.0,12.0,20.0,14.0,21.0,11.0,16.0,7.0,2.0,23.0
44618,2012.0,11.0,1211.0,77.0,1186.0,69.0,H,0.0,19.0,51.0,3.0,13.0,36.0,51.0,22.0,28.0,11.0,18.0,7.0,4.0,11.0,23.0,61.0,13.0,29.0,10.0,11.0,11.0,18.0,13.0,15.0,8.0,5.0,33.0
44619,2012.0,11.0,1220.0,89.0,1254.0,71.0,H,0.0,29.0,49.0,8.0,15.0,23.0,34.0,9.0,22.0,19.0,18.0,9.0,3.0,21.0,23.0,48.0,8.0,21.0,17.0,32.0,10.0,15.0,18.0,20.0,8.0,4.0,27.0
