,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
60520,2015.0,11.0,1112.0,78.0,1291.0,55.0,H,0.0,31.0,54.0,4.0,16.0,12.0,25.0,7.0,28.0,17.0,8.0,11.0,5.0,11.0,20.0,52.0,7.0,21.0,8.0,12.0,4.0,24.0,8.0,16.0,2.0,0.0,17.0
60524,2015.0,11.0,1124.0,80.0,1270.0,39.0,H,0.0,30.0,58.0,7.0,22.0,13.0,23.0,14.0,41.0,23.0,14.0,7.0,5.0,14.0,13.0,62.0,4.0,21.0,9.0,15.0,11.0,17.0,8.0,10.0,7.0,2.0,19.0
60525,2015.0,11.0,1129.0,81.0,1360.0,75.0,N,0.0,23.0,49.0,6.0,17.0,29.0,44.0,10.0,26.0,11.0,13.0,0.0,3.0,30.0,20.0,50.0,5.0,19.0,30.0,44.0,11.0,24.0,9.0,14.0,4.0,5.0,33.0
60529,2015.0,11.0,1138.0,69.0,1355.0,67.0,H,0.0,22.0,68.0,1.0,9.0,24.0,30.0,16.0,32.0,8.0,8.0,8.0,7.0,25.0,24.0,60.0,5.0,18.0,14.0,29.0,13.0,33.0,12.0,14.0,3.0,4.0,23.0
60530,2015.0,11.0,1140.0,95.0,1253.0,90.0,H,0.0,28.0,54.0,11.0,24.0,28.0,33.0,9.0,24.0,19.0,17.0,6.0,3.0,22.0,33.0,61.0,13.0,22.0,11.0,20.0,11.0,18.0,15.0,18.0,10.0,3.0,25.0
60532,2015.0,11.0,1149.0,66.0,1279.0,65.0,A,1.0,22.0,67.0,8.0,35.0,14.0,27.0,19.0,35.0,15.0,17.0,10.0,0.0,25.0,19.0,63.0,6.0,30.0,21.0,32.0,16.0,34.0,12.0,17.0,7.0,8.0,24.0
60533,2015.0,11.0,1153.0,52.0,1384.0,37.0,H,0.0,21.0,46.0,2.0,14.0,8.0,11.0,7.0,26.0,12.0,17.0,11.0,4.0,18.0,12.0,40.0,4.0,16.0,9.0,18.0,7.0,20.0,7.0,21.0,7.0,0.0,14.0
60540,2015.0,11.0,1173.0,76.0,1105.0,52.0,H,0.0,24.0,51.0,8.0,20.0,20.0,29.0,13.0,27.0,17.0,11.0,6.0,2.0,19.0,16.0,49.0,7.0,19.0,13.0,18.0,8.0,19.0,10.0,13.0,3.0,3.0,22.0
60542,2015.0,11.0,1181.0,113.0,1342.0,44.0,H,0.0,42.0,69.0,16.0,31.0,13.0,16.0,17.0,29.0,30.0,9.0,12.0,4.0,17.0,18.0,52.0,1.0,12.0,7.0,11.0,8.0,13.0,7.0,17.0,6.0,1.0,22.0
60544,2015.0,11.0,1186.0,86.0,1411.0,62.0,H,0.0,32.0,64.0,15.0,34.0,7.0,15.0,14.0,29.0,15.0,15.0,7.0,9.0,23.0,18.0,60.0,4.0,25.0,22.0,31.0,18.0,23.0,7.0,14.0,8.0,1.0,15.0
60550,2015.0,11.0,1210.0,80.0,1208.0,73.0,H,0.0,28.0,63.0,7.0,19.0,17.0,27.0,15.0,26.0,13.0,12.0,7.0,5.0,18.0,26.0,62.0,5.0,20.0,16.0,21.0,12.0,24.0,16.0,12.0,7.0,5.0,23.0
60551,2015.0,11.0,1211.0,104.0,1170.0,58.0,H,0.0,36.0,66.0,10.0,24.0,22.0,32.0,15.0,32.0,24.0,12.0,12.0,6.0,18.0,20.0,56.0,5.0,15.0,13.0,20.0,8.0,20.0,5.0,22.0,7.0,1.0,29.0
60557,2015.0,11.0,1231.0,116.0,1290.0,65.0,H,0.0,39.0,59.0,11.0,23.0,27.0,37.0,15.0,38.0,20.0,19.0,9.0,3.0,17.0,25.0,73.0,5.0,19.0,10.0,21.0,13.0,13.0,9.0,11.0,13.0,1.0,28.0
60560,2015.0,11.0,1234.0,90.0,1214.0,56.0,H,0.0,29.0,61.0,9.0,21.0,23.0,33.0,18.0,30.0,20.0,14.0,9.0,7.0,14.0,20.0,59.0,4.0,18.0,12.0,17.0,11.0,21.0,10.0,17.0,10.0,1.0,25.0
60561,2015.0,11.0,1235.0,93.0,1324.0,82.0,H,0.0,30.0,58.0,7.0,16.0,26.0,37.0,10.0,25.0,18.0,8.0,6.0,0.0,17.0,29.0,56.0,9.0,24.0,15.0,20.0,6.0,23.0,21.0,13.0,4.0,0.0,27.0
60562,2015.0,11.0,1242.0,69.0,1364.0,59.0,H,0.0,22.0,53.0,2.0,10.0,23.0,32.0,13.0,29.0,11.0,16.0,8.0,5.0,12.0,23.0,56.0,4.0,19.0,9.0,14.0,7.0,24.0,10.0,15.0,8.0,6.0,23.0
60564,2015.0,11.0,1246.0,85.0,1213.0,45.0,H,0.0,34.0,70.0,3.0,14.0,14.0,19.0,24.0,27.0,13.0,13.0,8.0,10.0,16.0,15.0,48.0,7.0,15.0,8.0,16.0,9.0,12.0,8.0,21.0,5.0,3.0,20.0
60565,2015.0,11.0,1248.0,77.0,1352.0,50.0,A,0.0,25.0,49.0,5.0,13.0,22.0,28.0,11.0,32.0,16.0,14.0,6.0,1.0,21.0,13.0,52.0,5.0,22.0,19.0,27.0,13.0,14.0,6.0,11.0,9.0,4.0,24.0
60567,2015.0,11.0,1257.0,81.0,1278.0,68.0,N,0.0,23.0,50.0,6.0,16.0,29.0,42.0,8.0,29.0,11.0,15.0,11.0,1.0,28.0,22.0,55.0,4.0,18.0,20.0,33.0,9.0,26.0,12.0,18.0,6.0,0.0,32.0
60571,2015.0,11.0,1268.0,82.0,1447.0,48.0,H,0.0,24.0,44.0,7.0,14.0,27.0,41.0,10.0,34.0,9.0,14.0,2.0,6.0,19.0,18.0,67.0,3.0,23.0,9.0,18.0,17.0,18.0,5.0,11.0,5.0,3.0,32.0
60574,2015.0,11.0,1277.0,64.0,1298.0,59.0,A,0.0,25.0,53.0,8.0,19.0,6.0,10.0,8.0,30.0,18.0,15.0,6.0,4.0,13.0,24.0,59.0,5.0,17.0,6.0,10.0,8.0,22.0,18.0,10.0,8.0,2.0,17.0
60578,2015.0,11.0,1301.0,93.0,1238.0,58.0,H,0.0,32.0,61.0,8.0,20.0,21.0,32.0,11.0,38.0,16.0,10.0,8.0,7.0,20.0,18.0,64.0,5.0,24.0,17.0,23.0,11.0,24.0,4.0,12.0,4.0,4.0,25.0
60580,2015.0,11.0,1314.0,76.0,1300.0,60.0,H,0.0,27.0,61.0,2.0,11.0,20.0,30.0,16.0,33.0,15.0,14.0,8.0,10.0,24.0,18.0,56.0,5.0,17.0,19.0,29.0,11.0,19.0,8.0,14.0,9.0,3.0,24.0
60582,2015.0,11.0,1323.0,82.0,1127.0,39.0,H,0.0,32.0,58.0,8.0,22.0,10.0,18.0,8.0,29.0,16.0,7.0,14.0,3.0,18.0,13.0,49.0,3.0,17.0,10.0,13.0,10.0,25.0,4.0,19.0,0.0,2.0,18.0
60583,2015.0,11.0,1326.0,92.0,1262.0,55.0,H,0.0,37.0,60.0,9.0,22.0,9.0,15.0,11.0,24.0,20.0,9.0,8.0,1.0,15.0,20.0,47.0,7.0,17.0,8.0,12.0,6.0,18.0,12.0,19.0,3.0,1.0,19.0
