,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
49836,2013.0,4.0,1104.0,70.0,1355.0,67.0,H,0.0,25.0,52.0,6.0,21.0,14.0,14.0,8.0,19.0,14.0,12.0,8.0,4.0,16.0,25.0,50.0,8.0,21.0,9.0,12.0,8.0,19.0,8.0,13.0,3.0,2.0,14.0
49837,2013.0,4.0,1107.0,69.0,1182.0,66.0,H,0.0,28.0,61.0,7.0,19.0,6.0,7.0,14.0,21.0,13.0,12.0,6.0,2.0,22.0,22.0,58.0,7.0,28.0,15.0,23.0,20.0,19.0,8.0,13.0,4.0,6.0,13.0
49843,2013.0,4.0,1125.0,89.0,1252.0,60.0,A,0.0,29.0,58.0,11.0,27.0,20.0,23.0,9.0,25.0,14.0,15.0,16.0,6.0,19.0,21.0,54.0,8.0,23.0,10.0,19.0,15.0,21.0,12.0,25.0,8.0,2.0,22.0
49845,2013.0,4.0,1137.0,70.0,1345.0,65.0,A,0.0,24.0,57.0,2.0,10.0,20.0,25.0,9.0,27.0,12.0,8.0,3.0,1.0,15.0,28.0,61.0,2.0,16.0,7.0,15.0,10.0,23.0,16.0,9.0,4.0,4.0,20.0
49849,2013.0,4.0,1157.0,74.0,1103.0,70.0,H,1.0,26.0,57.0,6.0,13.0,16.0,25.0,14.0,26.0,12.0,20.0,8.0,2.0,22.0,21.0,57.0,11.0,33.0,17.0,26.0,15.0,21.0,13.0,18.0,13.0,4.0,21.0
49851,2013.0,4.0,1160.0,74.0,1459.0,59.0,H,0.0,21.0,47.0,4.0,12.0,28.0,36.0,8.0,30.0,10.0,10.0,5.0,6.0,12.0,22.0,61.0,13.0,35.0,2.0,2.0,9.0,25.0,13.0,13.0,3.0,2.0,24.0
49852,2013.0,4.0,1161.0,72.0,1285.0,65.0,H,0.0,20.0,53.0,1.0,8.0,31.0,41.0,19.0,25.0,7.0,9.0,5.0,0.0,20.0,20.0,44.0,7.0,17.0,18.0,23.0,2.0,19.0,9.0,13.0,3.0,2.0,33.0
49853,2013.0,4.0,1163.0,66.0,1277.0,62.0,N,0.0,25.0,54.0,6.0,13.0,10.0,13.0,7.0,22.0,13.0,12.0,11.0,10.0,12.0,24.0,64.0,4.0,17.0,10.0,13.0,20.0,23.0,9.0,15.0,9.0,3.0,15.0
49854,2013.0,4.0,1166.0,71.0,1317.0,51.0,H,0.0,24.0,48.0,5.0,18.0,18.0,22.0,7.0,32.0,14.0,13.0,4.0,6.0,12.0,22.0,69.0,2.0,16.0,5.0,10.0,18.0,20.0,11.0,12.0,6.0,2.0,20.0
49857,2013.0,4.0,1181.0,74.0,1209.0,55.0,H,0.0,24.0,47.0,11.0,24.0,15.0,23.0,6.0,25.0,17.0,15.0,4.0,6.0,19.0,19.0,51.0,5.0,14.0,12.0,17.0,10.0,23.0,4.0,16.0,7.0,0.0,21.0
