,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
28825,2009.0,7.0,1181.0,80.0,1342.0,49.0,H,0.0,30.0,63.0,3.0,11.0,17.0,21.0,14.0,30.0,13.0,21.0,17.0,4.0,21.0,16.0,53.0,3.0,17.0,14.0,19.0,10.0,19.0,4.0,28.0,5.0,5.0,25.0
28827,2009.0,8.0,1181.0,97.0,1204.0,54.0,H,0.0,32.0,66.0,8.0,19.0,25.0,49.0,23.0,35.0,17.0,11.0,11.0,7.0,23.0,18.0,64.0,5.0,19.0,13.0,21.0,16.0,20.0,6.0,17.0,5.0,6.0,28.0
28831,2009.0,9.0,1276.0,76.0,1318.0,56.0,H,0.0,23.0,43.0,5.0,14.0,25.0,26.0,9.0,24.0,15.0,14.0,7.0,3.0,20.0,17.0,58.0,4.0,24.0,18.0,21.0,20.0,11.0,11.0,11.0,9.0,1.0,21.0
28833,2009.0,9.0,1417.0,82.0,1341.0,58.0,H,0.0,32.0,62.0,8.0,22.0,10.0,18.0,18.0,24.0,14.0,24.0,14.0,5.0,17.0,21.0,50.0,4.0,12.0,12.0,20.0,8.0,14.0,8.0,27.0,9.0,2.0,18.0
28834,2009.0,10.0,1417.0,64.0,1275.0,59.0,H,0.0,23.0,51.0,5.0,18.0,13.0,20.0,11.0,18.0,5.0,7.0,3.0,5.0,15.0,20.0,41.0,7.0,15.0,12.0,14.0,3.0,20.0,10.0,9.0,2.0,2.0,18.0
28836,2009.0,11.0,1113.0,80.0,1290.0,64.0,H,0.0,26.0,45.0,8.0,23.0,20.0,28.0,4.0,21.0,24.0,12.0,8.0,1.0,16.0,23.0,54.0,10.0,25.0,8.0,13.0,14.0,17.0,14.0,20.0,5.0,1.0,26.0
28841,2009.0,11.0,1130.0,80.0,1148.0,65.0,H,0.0,29.0,60.0,6.0,16.0,16.0,25.0,18.0,17.0,13.0,12.0,8.0,3.0,21.0,22.0,51.0,5.0,15.0,16.0,23.0,12.0,19.0,6.0,16.0,3.0,3.0,21.0
28844,2009.0,11.0,1140.0,75.0,1253.0,65.0,H,0.0,26.0,60.0,6.0,23.0,17.0,27.0,10.0,33.0,17.0,11.0,3.0,5.0,14.0,25.0,61.0,8.0,22.0,7.0,14.0,7.0,28.0,15.0,10.0,6.0,1.0,19.0
28847,2009.0,11.0,1155.0,98.0,1220.0,69.0,N,0.0,32.0,63.0,9.0,17.0,25.0,39.0,19.0,29.0,12.0,21.0,8.0,7.0,27.0,21.0,66.0,8.0,24.0,19.0,32.0,24.0,22.0,10.0,23.0,11.0,4.0,31.0
28852,2009.0,11.0,1163.0,81.0,1441.0,55.0,H,0.0,28.0,55.0,4.0,13.0,21.0,30.0,9.0,33.0,17.0,14.0,8.0,7.0,17.0,21.0,61.0,8.0,22.0,5.0,9.0,8.0,23.0,10.0,17.0,5.0,3.0,25.0
