,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
18619,2007.0,8.0,1268.0,102.0,1214.0,75.0,H,0.0,31.0,63.0,1.0,12.0,39.0,54.0,18.0,41.0,20.0,25.0,10.0,6.0,22.0,23.0,75.0,11.0,44.0,18.0,25.0,15.0,21.0,15.0,25.0,14.0,3.0,40.0
18622,2007.0,9.0,1268.0,81.0,1436.0,63.0,H,0.0,28.0,67.0,4.0,15.0,21.0,27.0,12.0,26.0,19.0,13.0,12.0,7.0,23.0,21.0,64.0,2.0,16.0,19.0,23.0,18.0,31.0,7.0,21.0,5.0,3.0,22.0
18623,2007.0,9.0,1277.0,45.0,1135.0,34.0,H,0.0,13.0,32.0,3.0,10.0,16.0,20.0,7.0,29.0,9.0,18.0,2.0,5.0,14.0,13.0,44.0,7.0,24.0,1.0,4.0,5.0,15.0,12.0,8.0,8.0,0.0,18.0
18627,2007.0,10.0,1277.0,86.0,1464.0,61.0,H,0.0,31.0,51.0,9.0,13.0,15.0,19.0,15.0,24.0,24.0,18.0,3.0,5.0,21.0,19.0,52.0,8.0,18.0,15.0,18.0,9.0,9.0,11.0,11.0,5.0,1.0,19.0
18628,2007.0,10.0,1400.0,103.0,1108.0,44.0,H,0.0,38.0,70.0,9.0,22.0,18.0,27.0,16.0,36.0,19.0,14.0,14.0,12.0,23.0,15.0,65.0,5.0,22.0,9.0,19.0,17.0,20.0,5.0,24.0,4.0,2.0,26.0
18630,2007.0,11.0,1104.0,96.0,1238.0,65.0,H,0.0,36.0,69.0,11.0,20.0,13.0,25.0,12.0,34.0,21.0,11.0,10.0,14.0,13.0,24.0,81.0,6.0,22.0,11.0,14.0,24.0,28.0,9.0,15.0,6.0,6.0,20.0
18632,2007.0,11.0,1116.0,92.0,1369.0,52.0,H,0.0,32.0,56.0,10.0,17.0,18.0,29.0,15.0,27.0,21.0,22.0,11.0,11.0,20.0,17.0,58.0,6.0,29.0,12.0,22.0,17.0,13.0,7.0,24.0,13.0,3.0,20.0
18635,2007.0,11.0,1130.0,86.0,1306.0,47.0,H,0.0,30.0,52.0,4.0,15.0,22.0,30.0,14.0,33.0,18.0,12.0,5.0,6.0,11.0,19.0,57.0,7.0,26.0,2.0,7.0,7.0,13.0,6.0,10.0,4.0,0.0,23.0
18637,2007.0,11.0,1139.0,77.0,1408.0,37.0,A,0.0,30.0,56.0,12.0,27.0,5.0,6.0,10.0,28.0,20.0,8.0,7.0,2.0,17.0,15.0,45.0,1.0,10.0,6.0,11.0,7.0,17.0,13.0,13.0,5.0,2.0,8.0
18644,2007.0,11.0,1172.0,81.0,1185.0,77.0,N,0.0,24.0,53.0,7.0,17.0,26.0,36.0,14.0,30.0,15.0,32.0,8.0,4.0,21.0,26.0,63.0,11.0,27.0,14.0,21.0,13.0,21.0,12.0,26.0,18.0,1.0,30.0
