,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
320,2008,134,1291,69,1164,60,N,0,19,55,5,20,26,32,13,28,10,11,7,3,16,25,57,4,17,6,13,8,26,9,11,2,6,22
321,2008,136,1181,71,1125,70,N,0,25,58,6,21,15,21,13,27,9,15,11,2,17,26,59,8,23,10,15,9,24,12,14,7,2,21
322,2008,136,1242,85,1340,61,N,0,33,61,12,25,7,15,15,23,21,11,10,3,15,21,55,9,25,10,14,13,18,11,16,8,3,18
323,2008,136,1243,80,1425,67,N,0,29,60,7,16,15,26,21,23,15,13,7,1,21,21,50,6,12,19,27,9,18,12,11,6,4,24
324,2008,136,1266,74,1246,66,N,0,23,52,5,13,23,29,15,19,10,7,5,3,18,23,48,8,20,12,17,9,17,13,12,4,5,22
325,2008,136,1277,72,1396,61,N,0,26,54,4,15,16,18,10,27,19,12,4,2,18,21,56,6,23,13,19,11,18,13,11,7,2,12
326,2008,136,1323,68,1206,50,N,0,26,57,9,21,7,11,11,31,14,13,4,5,15,19,57,3,17,9,14,11,23,8,11,5,2,14
327,2008,136,1338,82,1331,63,N,0,32,69,8,22,10,13,16,34,17,9,5,1,13,22,63,9,22,10,15,11,22,10,10,6,5,11
328,2008,136,1345,90,1124,79,N,0,33,67,9,20,15,18,16,27,14,13,6,6,18,28,69,8,28,15,20,16,21,11,11,9,1,15
329,2008,136,1390,77,1165,53,N,0,31,56,8,18,7,10,13,34,20,19,5,7,15,18,59,8,26,9,13,10,15,7,11,8,3,17
330,2008,136,1401,67,1140,62,N,0,25,46,8,16,9,17,9,28,18,13,2,0,15,24,54,7,22,7,14,8,17,13,7,6,1,15
331,2008,136,1417,70,1290,29,N,0,27,57,8,20,8,11,12,40,20,12,7,13,9,13,66,1,14,2,6,15,19,7,11,7,5,9
332,2008,136,1424,71,1245,58,N,0,29,57,6,18,7,9,7,29,16,19,11,7,16,21,59,5,17,11,15,12,22,9,20,10,1,14
333,2008,136,1450,71,1457,40,N,0,29,49,4,13,9,13,8,32,20,10,4,3,11,16,52,6,19,2,8,6,15,7,7,5,4,13
334,2008,136,1452,75,1112,65,N,0,28,55,11,19,8,9,6,21,16,9,6,3,17,21,46,6,15,17,21,6,21,12,12,3,3,14
335,2008,136,1458,71,1168,56,N,0,25,59,3,16,18,25,18,32,13,17,8,7,11,21,58,7,21,7,13,7,20,7,14,9,0,25
336,2008,136,1462,73,1208,61,N,0,20,47,6,18,27,33,6,23,11,8,9,1,12,26,55,6,18,3,5,6,24,10,14,4,3,22
337,2008,137,1116,86,1231,72,N,0,26,48,8,17,26,33,9,25,14,12,5,4,18,28,64,10,24,6,12,14,16,14,10,8,3,23
338,2008,137,1139,81,1375,61,N,0,27,53,15,28,12,13,7,21,18,10,9,1,21,21,48,6,20,13,27,13,17,8,13,5,4,19
339,2008,137,1172,82,1211,76,N,0,28,57,11,22,15,21,10,19,18,14,9,1,18,28,55,12,27,8,14,11,23,14,19,11,1,19
340,2008,137,1207,66,1420,47,N,0,26,51,8,23,6,14,11,29,14,15,6,2,12,16,50,8,26,7,13,9,20,8,12,12,0,16
341,2008,137,1257,79,1129,61,N,0,29,52,12,24,9,18,7,20,15,16,10,6,17,26,54,4,17,5,12,11,20,15,19,5,0,13
342,2008,137,1272,87,1426,63,N,0,28,54,9,20,22,35,16,23,18,12,7,5,18,24,55,4,13,11,21,12,17,16,14,5,3,23
343,2008,137,1274,78,1388,64,N,0,28,63,5,13,17,21,13,34,14,16,4,4,20,22,59,8,23,12,23,10,23,15,14,3,4,20
344,2008,137,1280,76,1332,69,N,0,24,51,4,17,24,36,8,32,16,12,5,6,15,22,64,9,38,16,19,11,25,13,10,6,2,26
345,2008,137,1314,113,1291,74,N,0,43,71,7,16,20,25,18,30,25,9,11,4,16,28,65,7,22,11,14,9,13,16,15,7,1,18
