,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
516,2011,136,1139,60,1330,58,N,0,22,54,7,26,9,11,18,14,11,15,8,1,21,16,45,5,15,21,27,13,16,8,15,9,2,17
517,2011,136,1140,74,1459,66,N,0,24,61,6,22,20,24,10,29,14,10,9,1,22,22,56,4,19,18,24,7,29,12,13,4,4,20
518,2011,136,1153,78,1281,63,N,0,29,54,4,11,16,22,13,23,14,11,3,2,15,24,63,6,19,9,13,15,16,15,9,7,3,18
519,2011,136,1163,81,1137,52,N,0,32,66,9,24,8,9,13,36,20,6,5,6,13,16,51,7,21,13,15,1,22,6,5,3,1,10
520,2011,136,1196,79,1364,51,N,0,29,53,8,23,13,17,9,26,22,12,11,2,15,17,47,5,19,12,18,8,18,8,17,7,3,17
521,2011,136,1211,86,1385,71,N,0,28,52,9,15,21,26,12,31,20,15,6,2,15,27,58,7,15,10,15,5,15,9,10,10,4,22
522,2011,136,1243,73,1429,68,N,0,22,54,5,17,24,28,12,21,14,11,2,1,17,23,50,6,18,16,21,8,21,10,12,2,2,25
523,2011,136,1246,59,1343,57,N,0,24,47,5,11,6,11,6,20,12,9,5,7,8,24,52,3,14,6,7,8,20,8,6,8,2,11
524,2011,136,1287,62,1257,61,N,0,21,57,9,19,11,18,17,24,11,18,12,1,13,22,48,10,25,7,16,6,23,14,16,14,7,18
525,2011,136,1338,74,1421,51,N,0,25,59,8,19,16,25,22,28,18,12,4,1,16,17,55,3,19,14,19,9,18,9,10,7,6,21
526,2011,136,1350,69,1435,66,N,0,26,56,12,24,5,12,10,17,14,3,4,9,18,23,46,6,13,14,23,11,25,12,7,1,2,14
527,2011,136,1361,68,1294,50,N,0,27,66,9,22,5,8,15,30,11,4,5,5,8,19,56,8,22,4,8,9,24,8,9,2,0,7
528,2011,136,1396,66,1336,64,N,0,24,49,5,18,13,15,8,20,10,10,6,5,13,26,54,8,19,4,6,8,18,12,9,4,0,13
529,2011,136,1417,78,1277,76,N,0,22,48,4,11,30,47,13,26,13,16,7,8,20,25,62,10,25,16,21,15,21,20,16,9,8,28
530,2011,136,1452,84,1155,76,N,0,27,55,5,13,25,31,14,23,15,11,6,1,21,25,58,5,21,21,26,13,18,15,9,5,3,24
531,2011,136,1458,72,1125,58,N,0,20,40,12,22,20,25,6,27,13,13,3,2,17,18,49,6,22,16,22,6,16,12,7,7,0,21
532,2011,137,1112,77,1272,75,N,0,23,50,5,19,26,31,8,21,11,14,8,2,21,26,53,6,15,17,24,10,23,16,15,7,1,24
533,2011,137,1181,87,1214,45,N,0,32,60,9,19,14,16,9,29,17,9,9,4,11,19,55,4,14,3,7,9,20,4,17,2,1,17
534,2011,137,1199,57,1401,50,N,0,20,43,4,15,13,20,6,29,14,13,6,10,17,16,51,9,25,9,19,12,21,12,11,6,1,19
535,2011,137,1206,61,1437,57,N,0,21,52,4,14,15,24,12,24,12,9,3,1,15,19,52,7,22,12,17,10,25,10,9,5,5,19
536,2011,137,1228,73,1424,62,N,0,28,47,7,13,10,14,5,28,21,15,3,2,17,21,54,7,24,13,19,8,17,10,9,8,0,16
537,2011,137,1242,72,1131,53,N,0,29,57,9,20,5,8,11,29,19,14,5,1,13,18,51,9,25,8,12,6,19,10,12,6,3,16
538,2011,137,1266,66,1462,55,N,0,24,45,5,12,13,19,5,21,13,15,6,2,18,21,51,2,13,11,15,11,19,11,15,3,2,19
539,2011,137,1276,75,1397,45,N,0,33,64,9,26,0,1,12,24,20,11,5,2,17,15,43,3,18,12,16,6,20,10,18,4,5,13
540,2011,137,1314,102,1254,87,N,0,34,67,3,17,31,42,12,42,21,18,3,10,19,31,85,8,31,17,25,16,23,19,14,11,1,28
541,2011,137,1323,69,1103,56,N,0,21,47,7,17,20,26,6,35,16,14,5,5,11,23,64,7,21,3,6,8,24,10,8,6,4,21
542,2011,137,1326,75,1427,46,N,0,29,52,12,24,5,8,11,24,26,13,5,3,9,18,53,4,17,6,7,11,15,6,13,7,0,13
543,2011,137,1345,65,1389,43,N,0,23,54,5,15,14,17,14,33,12,16,7,3,13,17,58,5,21,4,6,9,19,9,14,10,2,19
544,2011,137,1393,77,1232,60,N,0,23,44,7,16,24,31,9,26,17,15,8,4,16,22,55,7,21,9,14,10,15,13,14,7,1,24
