,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
579,2012,134,1140,78,1233,72,N,0,30,62,7,20,11,20,10,33,21,20,9,7,14,31,70,6,25,4,8,8,28,19,18,10,3,19
580,2012,134,1443,59,1290,58,N,0,19,62,2,16,19,33,26,34,10,28,7,9,18,22,61,4,22,10,22,10,22,12,17,11,8,24
581,2012,135,1378,65,1143,54,N,0,28,49,5,15,4,8,5,27,15,11,3,4,14,21,58,3,14,9,14,12,19,10,7,1,2,14
582,2012,135,1436,71,1249,59,N,0,25,50,4,11,17,24,9,25,16,5,3,3,19,20,60,4,13,15,21,19,21,6,7,3,2,17
583,2012,136,1124,68,1355,60,N,0,23,52,8,20,14,20,12,23,9,12,6,2,16,21,50,10,30,8,14,7,16,16,13,7,1,17
584,2012,136,1160,68,1424,64,N,0,22,48,7,12,17,27,9,37,12,23,4,3,18,23,71,9,36,9,17,12,21,13,8,14,8,22
585,2012,136,1211,77,1452,54,N,0,28,50,9,17,12,16,6,25,15,10,9,2,25,16,49,3,17,19,28,12,19,10,10,2,3,17
586,2012,136,1231,79,1308,66,N,0,32,54,7,13,8,10,7,14,15,12,12,0,12,27,49,4,12,8,10,7,16,7,17,5,6,13
587,2012,136,1235,77,1163,64,N,0,26,54,6,16,19,20,12,29,10,11,2,4,15,21,56,7,19,15,22,8,16,8,4,7,5,17
588,2012,136,1243,70,1379,64,N,0,21,42,2,12,26,34,5,26,12,11,4,7,18,22,60,8,23,12,17,13,21,8,10,8,0,25
589,2012,136,1246,81,1443,66,N,0,30,54,3,10,18,25,9,30,14,12,2,9,14,25,63,6,15,10,16,10,20,10,10,6,2,19
590,2012,136,1257,69,1172,62,N,0,21,52,1,5,26,36,13,27,8,10,5,4,19,21,60,4,19,16,23,13,23,12,10,4,6,23
591,2012,136,1266,88,1140,68,N,0,30,66,9,20,19,26,16,32,19,16,7,3,20,23,61,7,19,15,22,9,25,16,17,8,6,22
592,2012,136,1293,58,1161,41,N,0,20,51,5,17,13,26,10,22,9,8,9,5,8,16,48,3,14,6,9,12,28,7,22,6,1,22
593,2012,136,1307,75,1253,68,N,0,25,50,7,21,18,24,7,24,19,14,6,7,16,28,65,4,16,8,14,16,20,13,15,6,2,19
594,2012,136,1326,78,1259,59,N,0,26,58,5,14,21,26,16,33,11,18,6,8,19,19,54,4,14,17,22,5,19,9,12,6,8,24
595,2012,136,1393,72,1421,65,N,0,25,56,5,23,17,24,15,18,16,9,5,5,15,21,49,9,23,14,16,10,22,17,12,3,0,22
596,2012,136,1433,62,1455,59,N,0,25,59,6,23,6,9,10,27,9,11,8,3,12,24,62,5,16,6,10,12,24,13,12,8,4,12
597,2012,136,1435,79,1217,70,N,0,25,46,8,18,21,30,10,25,13,16,8,5,18,25,56,9,24,11,14,8,17,14,10,4,0,21
598,2012,136,1458,73,1285,49,N,0,23,48,10,19,17,19,11,26,15,10,3,8,15,18,47,3,9,10,15,5,16,8,8,8,2,16
599,2012,137,1153,65,1400,59,N,0,27,59,3,16,8,16,12,28,17,9,4,4,16,20,57,7,20,12,14,10,24,11,11,6,5,15
600,2012,137,1166,58,1104,57,N,0,22,50,9,21,5,13,7,24,14,7,4,3,11,22,48,7,17,6,12,6,26,9,9,5,4,18
601,2012,137,1196,71,1438,45,N,0,28,53,4,23,11,17,9,30,11,12,6,0,10,18,47,3,18,6,10,2,21,12,13,5,1,15
602,2012,137,1199,66,1382,63,N,0,24,53,7,19,11,14,9,22,13,11,9,9,14,23,57,7,14,10,13,14,23,16,13,9,3,16
603,2012,137,1207,74,1125,59,N,0,30,49,5,12,9,13,7,25,14,12,2,3,10,21,54,10,27,7,11,10,14,16,9,3,0,15
604,2012,137,1242,65,1178,50,N,0,23,50,5,16,14,23,7,33,12,14,6,5,17,20,63,3,17,7,14,16,25,9,14,9,3,21
605,2012,137,1250,75,1181,70,N,0,22,52,6,18,25,37,9,25,12,8,7,1,22,24,58,6,26,16,23,13,29,12,13,4,3,26
606,2012,137,1277,89,1254,67,N,0,40,68,3,9,6,9,15,28,21,12,6,0,17,22,50,8,17,15,23,4,16,10,12,6,4,10
607,2012,137,1301,79,1361,65,N,0,31,53,3,9,14,21,6,32,13,10,3,3,13,23,61,8,23,11,14,8,21,9,9,3,2,17
608,2012,137,1313,86,1281,84,N,0,32,59,10,19,12,18,14,23,14,11,2,3,20,29,55,13,29,13,17,7,18,15,8,6,1,19
609,2012,137,1314,77,1436,58,N,0,27,65,5,18,18,24,15,22,14,11,14,6,10,25,63,3,18,5,8,16,26,8,20,6,2,19
610,2012,137,1325,65,1276,60,N,0,22,43,6,16,15,17,4,22,13,9,6,2,12,22,54,7,23,9,11,11,18,11,10,2,0,16
611,2012,137,1345,72,1388,69,N,0,26,57,5,16,15,18,7,25,7,10,7,2,17,27,64,4,25,11,13,12,27,11,11,3,3,18
612,2012,137,1378,58,1396,44,N,0,17,50,8,17,16,21,14,23,7,12,10,1,16,15,42,2,12,12,16,6,22,9,13,6,5,19
613,2012,137,1387,61,1272,54,N,0,21,46,5,13,14,18,8,26,7,17,6,1,12,21,54,2,15,10,17,10,19,4,11,8,3,17
614,2012,137,1462,67,1323,63,N,0,22,44,5,10,18,27,10,20,11,10,6,1,14,25,49,9,21,4,9,6,15,19,11,6,1,16
615,2012,138,1124,80,1160,63,N,0,28,64,11,20,13,18,17,24,15,11,9,4,12,23,51,5,15,12,18,7,21,13,13,6,3,16
616,2012,138,1231,63,1433,61,N,0,24,46,6,13,9,11,8,28,13,22,6,2,13,23,57,9,30,6,13,8,15,8,11,10,3,16
617,2012,138,1246,87,1235,71,N,0,31,56,10,20,15,22,12,28,19,11,2,5,19,25,61,3,22,18,25,12,19,7,7,6,2,18
618,2012,138,1257,59,1307,56,N,0,22,48,7,15,8,12,7,18,9,11,9,5,14,23,58,5,23,5,8,17,19,13,13,5,2,12
619,2012,138,1266,62,1293,53,N,0,21,55,4,15,16,21,5,31,11,12,7,4,11,20,64,4,21,9,10,13,30,7,16,6,4,18
620,2012,138,1326,73,1211,66,N,0,25,53,9,24,14,18,9,22,13,11,6,4,17,22,56,8,23,14,19,13,21,14,9,3,1,19
621,2012,138,1393,75,1243,59,N,0,23,45,6,9,23,29,9,23,13,14,6,8,18,21,67,4,17,13,19,25,16,8,14,5,0,20
622,2012,138,1458,60,1435,57,N,0,23,55,10,33,4,8,10,20,13,8,4,1,16,20,46,5,19,12,16,9,26,8,12,4,3,17
623,2012,139,1153,62,1199,56,N,0,19,50,5,15,19,23,10,23,13,15,13,5,18,19,50,6,17,12,15,10,21,11,17,5,8,20
624,2012,139,1196,84,1313,50,N,0,28,53,10,28,18,25,13,35,13,13,4,4,12,18,66,4,24,10,13,14,17,9,8,3,3,21
625,2012,139,1242,63,1345,60,N,0,21,62,6,24,15,23,21,23,10,7,6,4,18,20,50,8,18,12,19,12,24,11,10,3,1,16
626,2012,139,1277,65,1387,61,N,0,25,46,4,10,11,17,5,27,12,11,2,1,19,18,51,7,25,18,23,8,20,9,6,5,1,16
627,2012,139,1301,66,1207,63,N,0,20,54,7,15,19,31,17,24,11,10,4,3,14,21,51,8,25,13,17,8,25,13,12,5,4,23
628,2012,139,1314,87,1166,73,N,0,33,65,8,16,13,19,11,33,16,9,4,9,8,28,68,8,20,9,12,9,26,11,9,7,3,18
629,2012,139,1325,62,1378,56,N,0,17,43,9,18,19,25,7,18,10,9,9,1,19,20,46,2,15,14,19,10,23,10,10,5,6,16
630,2012,139,1462,70,1250,58,N,0,24,54,7,15,15,21,12,31,8,14,2,6,15,21,64,3,22,13,20,15,21,4,8,6,5,20
631,2012,143,1196,68,1266,58,N,0,24,59,7,27,13,15,10,32,15,11,5,9,15,20,65,6,21,12,18,15,26,11,9,8,3,17
632,2012,143,1257,57,1277,44,N,0,21,55,9,23,6,11,11,28,15,10,9,7,11,14,49,5,21,11,12,8,28,12,15,8,7,15
633,2012,143,1326,81,1153,66,N,0,27,56,8,17,19,27,12,23,14,11,13,1,11,26,56,9,23,5,8,8,21,8,18,5,5,21
634,2012,143,1393,64,1458,63,N,0,27,49,5,9,5,9,7,19,5,6,4,1,13,21,49,14,27,7,12,8,17,15,6,2,2,12
635,2012,144,1124,75,1462,70,N,0,29,57,5,15,12,14,10,25,21,13,7,3,17,24,56,3,15,19,24,11,18,10,10,7,4,15
636,2012,144,1242,60,1301,57,N,0,24,64,1,14,11,20,20,30,13,14,9,11,14,19,67,6,21,13,17,21,26,10,14,7,6,17
637,2012,144,1246,102,1231,90,N,0,31,64,5,10,35,37,15,24,12,6,3,4,18,36,69,5,18,13,17,12,19,16,8,3,2,27
638,2012,144,1314,73,1325,65,N,1,26,65,7,22,14,24,22,41,18,24,4,8,13,23,71,12,32,7,8,7,23,17,13,13,3,22
639,2012,145,1257,72,1196,68,N,0,27,60,6,16,12,15,8,22,11,6,6,3,21,24,48,8,20,12,18,6,26,17,14,4,3,15
640,2012,145,1326,77,1393,70,N,0,21,51,4,13,31,42,14,25,10,12,4,3,20,22,53,6,16,20,25,8,18,9,12,6,7,29
641,2012,146,1242,80,1314,67,N,0,29,63,4,14,18,24,11,30,14,8,9,3,16,28,64,2,17,9,12,8,27,18,10,5,6,17
642,2012,146,1246,82,1124,70,N,0,24,45,4,9,30,44,8,24,15,13,9,9,19,25,64,4,14,16,19,16,18,15,14,5,5,32
643,2012,152,1242,64,1326,62,N,0,25,56,3,11,11,14,12,30,14,17,5,8,15,20,59,8,22,14,15,10,20,11,12,7,7,17
644,2012,152,1246,69,1257,61,N,0,28,49,2,7,11,20,6,27,9,14,7,7,14,24,69,4,11,9,13,19,21,7,12,5,4,16
645,2012,154,1246,67,1242,59,N,0,23,56,6,14,15,21,12,31,12,11,4,11,15,22,62,5,11,10,15,11,24,9,9,6,5,16
